Scenario,Preprocessing,PreprocessingCode,Modality,ActualGroup,PredictedGroup,ConfusionCount,ConfusionRate,WithinActualRate,UniqueSamplesAffected,IsError
Raw | 250 nm,Raw,raw,250 nm,G11,G4,24,0.03,0.6,2,True
Raw | 250 nm,Raw,raw,250 nm,G5,G6,24,0.03,0.3,4,True
Raw | 250 nm,Raw,raw,250 nm,G2,G6,22,0.0275,0.22,5,True
Raw | 250 nm,Raw,raw,250 nm,G8,G4,17,0.02125,0.425,2,True
Raw | 250 nm,Raw,raw,250 nm,G1,G6,16,0.02,0.4,2,True
Raw | 250 nm,Raw,raw,250 nm,G6,G2,16,0.02,0.1,6,True
Raw | 250 nm,Raw,raw,250 nm,G7,G6,16,0.02,0.4,2,True
Raw | 250 nm,Raw,raw,250 nm,G1,G4,13,0.01625,0.325,2,True
Raw | 250 nm,Raw,raw,250 nm,G6,G7,13,0.01625,0.08125,3,True
Raw | 250 nm,Raw,raw,250 nm,G9,G3,12,0.015,0.3,2,True
Raw | 250 nm,Raw,raw,250 nm,G9,G4,10,0.0125,0.25,1,True
Raw | 250 nm,Raw,raw,250 nm,G10,G6,9,0.01125,0.225,2,True
Raw | 250 nm,Raw,raw,250 nm,G11,G6,9,0.01125,0.225,2,True
Raw | 250 nm,Raw,raw,250 nm,G5,G2,9,0.01125,0.1125,3,True
Raw | 250 nm,Raw,raw,250 nm,G6,G1,9,0.01125,0.05625,1,True
Raw | 250 nm,Raw,raw,250 nm,G6,G3,9,0.01125,0.05625,3,True
Raw | 250 nm,Raw,raw,250 nm,G8,G6,8,0.01,0.2,2,True
Raw | 250 nm,Raw,raw,250 nm,G10,G2,7,0.00875,0.175,2,True
Raw | 250 nm,Raw,raw,250 nm,G11,G2,7,0.00875,0.175,2,True
Raw | 250 nm,Raw,raw,250 nm,G3,G2,7,0.00875,0.0875,2,True
Raw | 250 nm,Raw,raw,250 nm,G6,G5,7,0.00875,0.04375,2,True
Raw | 250 nm,Raw,raw,250 nm,G9,G7,7,0.00875,0.175,2,True
Raw | 250 nm,Raw,raw,250 nm,G2,G3,6,0.0075,0.06,1,True
Raw | 250 nm,Raw,raw,250 nm,G5,G1,6,0.0075,0.075,1,True
Raw | 250 nm,Raw,raw,250 nm,G8,G3,6,0.0075,0.15,1,True
Raw | 250 nm,Raw,raw,250 nm,G1,G2,5,0.00625,0.125,2,True
Raw | 250 nm,Raw,raw,250 nm,G2,G1,5,0.00625,0.05,1,True
Raw | 250 nm,Raw,raw,250 nm,G3,G5,5,0.00625,0.0625,1,True
Raw | 250 nm,Raw,raw,250 nm,G6,G9,5,0.00625,0.03125,3,True
Raw | 250 nm,Raw,raw,250 nm,G7,G9,5,0.00625,0.125,2,True
Raw | 250 nm,Raw,raw,250 nm,G9,G6,5,0.00625,0.125,2,True
Raw | 250 nm,Raw,raw,250 nm,G3,G9,4,0.005,0.05,2,True
Raw | 250 nm,Raw,raw,250 nm,G4,G3,4,0.005,0.02857142857142857,1,True
Raw | 250 nm,Raw,raw,250 nm,G4,G9,4,0.005,0.02857142857142857,1,True
Raw | 250 nm,Raw,raw,250 nm,G7,G3,4,0.005,0.1,1,True
Raw | 250 nm,Raw,raw,250 nm,G8,G9,4,0.005,0.1,1,True
Raw | 250 nm,Raw,raw,250 nm,G3,G7,3,0.00375,0.0375,2,True
Raw | 250 nm,Raw,raw,250 nm,G3,G8,3,0.00375,0.0375,2,True
Raw | 250 nm,Raw,raw,250 nm,G7,G8,3,0.00375,0.075,2,True
Raw | 250 nm,Raw,raw,250 nm,G8,G2,3,0.00375,0.075,1,True
Raw | 250 nm,Raw,raw,250 nm,G9,G8,3,0.00375,0.075,1,True
Raw | 250 nm,Raw,raw,250 nm,G1,G3,2,0.0025,0.05,1,True
Raw | 250 nm,Raw,raw,250 nm,G1,G8,2,0.0025,0.05,1,True
Raw | 250 nm,Raw,raw,250 nm,G2,G8,2,0.0025,0.02,1,True
Raw | 250 nm,Raw,raw,250 nm,G5,G3,2,0.0025,0.025,1,True
Raw | 250 nm,Raw,raw,250 nm,G8,G7,2,0.0025,0.05,1,True
Raw | 250 nm,Raw,raw,250 nm,G9,G2,2,0.0025,0.05,2,True
Raw | 250 nm,Raw,raw,250 nm,G1,G5,1,0.00125,0.025,1,True
Raw | 250 nm,Raw,raw,250 nm,G1,G9,1,0.00125,0.025,1,True
Raw | 250 nm,Raw,raw,250 nm,G2,G7,1,0.00125,0.01,1,True
Raw | 250 nm,Raw,raw,250 nm,G2,G9,1,0.00125,0.01,1,True
Raw | 250 nm,Raw,raw,250 nm,G4,G1,1,0.00125,0.007142857142857143,1,True
Raw | 250 nm,Raw,raw,250 nm,G4,G7,1,0.00125,0.007142857142857143,1,True
Raw | 250 nm,Raw,raw,250 nm,G5,G8,1,0.00125,0.0125,1,True
Raw | 250 nm,Raw,raw,250 nm,G9,G1,1,0.00125,0.025,1,True
Raw | 250 nm,Raw,raw,250 nm,G4,G4,61,0.07625,0.4357142857142857,6,False
Raw | 250 nm,Raw,raw,250 nm,G6,G6,44,0.055,0.275,8,False
Raw | 250 nm,Raw,raw,250 nm,G7,G7,12,0.015,0.3,2,False
Raw | 250 nm,Raw,raw,250 nm,G2,G2,9,0.01125,0.09,4,False
Raw | 308 nm,Raw,raw,308 nm,G6,G4,83,0.10375,0.51875,8,True
Raw | 308 nm,Raw,raw,308 nm,G2,G4,56,0.07,0.56,5,True
Raw | 308 nm,Raw,raw,308 nm,G5,G4,45,0.05625,0.5625,4,True
Raw | 308 nm,Raw,raw,308 nm,G4,G2,32,0.04,0.22857142857142856,6,True
Raw | 308 nm,Raw,raw,308 nm,G4,G6,32,0.04,0.22857142857142856,7,True
Raw | 308 nm,Raw,raw,308 nm,G3,G4,30,0.0375,0.375,4,True
Raw | 308 nm,Raw,raw,308 nm,G10,G4,24,0.03,0.6,2,True
Raw | 308 nm,Raw,raw,308 nm,G11,G4,24,0.03,0.6,2,True
Raw | 308 nm,Raw,raw,308 nm,G6,G3,23,0.02875,0.14375,4,True
Raw | 308 nm,Raw,raw,308 nm,G6,G2,17,0.02125,0.10625,4,True
Raw | 308 nm,Raw,raw,308 nm,G3,G6,15,0.01875,0.1875,3,True
Raw | 308 nm,Raw,raw,308 nm,G8,G4,15,0.01875,0.375,1,True
Raw | 308 nm,Raw,raw,308 nm,G2,G6,14,0.0175,0.14,4,True
Raw | 308 nm,Raw,raw,308 nm,G1,G4,12,0.015,0.3,1,True
Raw | 308 nm,Raw,raw,308 nm,G1,G7,12,0.015,0.3,1,True
Raw | 308 nm,Raw,raw,308 nm,G5,G2,12,0.015,0.15,3,True
Raw | 308 nm,Raw,raw,308 nm,G5,G3,12,0.015,0.15,1,True
Raw | 308 nm,Raw,raw,308 nm,G8,G7,12,0.015,0.3,1,True
Raw | 308 nm,Raw,raw,308 nm,G5,G6,11,0.01375,0.1375,3,True
Raw | 308 nm,Raw,raw,308 nm,G2,G7,10,0.0125,0.1,1,True
Raw | 308 nm,Raw,raw,308 nm,G9,G7,10,0.0125,0.25,2,True
Raw | 308 nm,Raw,raw,308 nm,G4,G3,9,0.01125,0.06428571428571428,1,True
Raw | 308 nm,Raw,raw,308 nm,G10,G2,8,0.01,0.2,2,True
Raw | 308 nm,Raw,raw,308 nm,G10,G6,8,0.01,0.2,2,True
Raw | 308 nm,Raw,raw,308 nm,G11,G2,8,0.01,0.2,2,True
Raw | 308 nm,Raw,raw,308 nm,G11,G6,8,0.01,0.2,2,True
Raw | 308 nm,Raw,raw,308 nm,G3,G2,7,0.00875,0.0875,2,True
Raw | 308 nm,Raw,raw,308 nm,G3,G5,7,0.00875,0.0875,2,True
Raw | 308 nm,Raw,raw,308 nm,G8,G9,7,0.00875,0.175,1,True
Raw | 308 nm,Raw,raw,308 nm,G9,G8,7,0.00875,0.175,1,True
Raw | 308 nm,Raw,raw,308 nm,G2,G3,5,0.00625,0.05,1,True
Raw | 308 nm,Raw,raw,308 nm,G6,G5,5,0.00625,0.03125,2,True
Raw | 308 nm,Raw,raw,308 nm,G9,G1,5,0.00625,0.125,1,True
Raw | 308 nm,Raw,raw,308 nm,G1,G2,4,0.005,0.1,1,True
Raw | 308 nm,Raw,raw,308 nm,G1,G6,4,0.005,0.1,1,True
Raw | 308 nm,Raw,raw,308 nm,G1,G8,4,0.005,0.1,1,True
Raw | 308 nm,Raw,raw,308 nm,G1,G9,4,0.005,0.1,1,True
Raw | 308 nm,Raw,raw,308 nm,G2,G1,3,0.00375,0.03,1,True
Raw | 308 nm,Raw,raw,308 nm,G4,G1,3,0.00375,0.02142857142857143,1,True
Raw | 308 nm,Raw,raw,308 nm,G4,G5,3,0.00375,0.02142857142857143,1,True
Raw | 308 nm,Raw,raw,308 nm,G7,G1,3,0.00375,0.075,1,True
Raw | 308 nm,Raw,raw,308 nm,G8,G6,3,0.00375,0.075,1,True
Raw | 308 nm,Raw,raw,308 nm,G6,G1,2,0.0025,0.0125,2,True
Raw | 308 nm,Raw,raw,308 nm,G8,G2,2,0.0025,0.05,1,True
Raw | 308 nm,Raw,raw,308 nm,G4,G7,1,0.00125,0.007142857142857143,1,True
Raw | 308 nm,Raw,raw,308 nm,G7,G9,1,0.00125,0.025,1,True
Raw | 308 nm,Raw,raw,308 nm,G8,G1,1,0.00125,0.025,1,True
Raw | 308 nm,Raw,raw,308 nm,G4,G4,60,0.075,0.42857142857142855,6,False
Raw | 308 nm,Raw,raw,308 nm,G7,G7,36,0.045,0.9,2,False
Raw | 308 nm,Raw,raw,308 nm,G6,G6,30,0.0375,0.1875,7,False
Raw | 308 nm,Raw,raw,308 nm,G3,G3,21,0.02625,0.2625,2,False
Raw | 308 nm,Raw,raw,308 nm,G9,G9,18,0.0225,0.45,2,False
Raw | 308 nm,Raw,raw,308 nm,G2,G2,12,0.015,0.12,4,False
Raw | 440 nm,Raw,raw,440 nm,G6,G4,58,0.0725,0.3625,5,True
Raw | 440 nm,Raw,raw,440 nm,G2,G4,49,0.06125,0.49,4,True
Raw | 440 nm,Raw,raw,440 nm,G4,G6,38,0.0475,0.2714285714285714,7,True
Raw | 440 nm,Raw,raw,440 nm,G4,G2,35,0.04375,0.25,6,True
Raw | 440 nm,Raw,raw,440 nm,G5,G4,33,0.04125,0.4125,3,True
Raw | 440 nm,Raw,raw,440 nm,G3,G4,29,0.03625,0.3625,3,True
Raw | 440 nm,Raw,raw,440 nm,G3,G6,23,0.02875,0.2875,4,True
Raw | 440 nm,Raw,raw,440 nm,G8,G6,22,0.0275,0.55,2,True
Raw | 440 nm,Raw,raw,440 nm,G10,G4,21,0.02625,0.525,2,True
Raw | 440 nm,Raw,raw,440 nm,G11,G4,21,0.02625,0.525,2,True
Raw | 440 nm,Raw,raw,440 nm,G2,G6,21,0.02625,0.21,5,True
Raw | 440 nm,Raw,raw,440 nm,G5,G6,18,0.0225,0.225,4,True
Raw | 440 nm,Raw,raw,440 nm,G6,G2,18,0.0225,0.1125,4,True
Raw | 440 nm,Raw,raw,440 nm,G5,G2,17,0.02125,0.2125,4,True
Raw | 440 nm,Raw,raw,440 nm,G7,G6,14,0.0175,0.35,2,True
Raw | 440 nm,Raw,raw,440 nm,G3,G2,13,0.01625,0.1625,3,True
Raw | 440 nm,Raw,raw,440 nm,G8,G4,13,0.01625,0.325,1,True
Raw | 440 nm,Raw,raw,440 nm,G1,G6,12,0.015,0.3,2,True
Raw | 440 nm,Raw,raw,440 nm,G1,G2,11,0.01375,0.275,2,True
Raw | 440 nm,Raw,raw,440 nm,G1,G4,10,0.0125,0.25,1,True
Raw | 440 nm,Raw,raw,440 nm,G10,G6,10,0.0125,0.25,2,True
Raw | 440 nm,Raw,raw,440 nm,G11,G6,10,0.0125,0.25,2,True
Raw | 440 nm,Raw,raw,440 nm,G10,G2,9,0.01125,0.225,2,True
Raw | 440 nm,Raw,raw,440 nm,G11,G2,9,0.01125,0.225,2,True
Raw | 440 nm,Raw,raw,440 nm,G4,G3,9,0.01125,0.06428571428571428,1,True
Raw | 440 nm,Raw,raw,440 nm,G6,G3,9,0.01125,0.05625,4,True
Raw | 440 nm,Raw,raw,440 nm,G6,G9,8,0.01,0.05,2,True
Raw | 440 nm,Raw,raw,440 nm,G2,G9,7,0.00875,0.07,1,True
Raw | 440 nm,Raw,raw,440 nm,G9,G6,7,0.00875,0.175,2,True
Raw | 440 nm,Raw,raw,440 nm,G2,G3,6,0.0075,0.06,1,True
Raw | 440 nm,Raw,raw,440 nm,G5,G3,6,0.0075,0.075,1,True
Raw | 440 nm,Raw,raw,440 nm,G5,G9,6,0.0075,0.075,1,True
Raw | 440 nm,Raw,raw,440 nm,G6,G7,6,0.0075,0.0375,3,True
Raw | 440 nm,Raw,raw,440 nm,G9,G2,6,0.0075,0.15,1,True
Raw | 440 nm,Raw,raw,440 nm,G1,G7,5,0.00625,0.125,1,True
Raw | 440 nm,Raw,raw,440 nm,G3,G9,5,0.00625,0.0625,2,True
Raw | 440 nm,Raw,raw,440 nm,G3,G5,4,0.005,0.05,1,True
Raw | 440 nm,Raw,raw,440 nm,G7,G1,4,0.005,0.1,1,True
Raw | 440 nm,Raw,raw,440 nm,G7,G3,4,0.005,0.1,1,True
Raw | 440 nm,Raw,raw,440 nm,G7,G4,4,0.005,0.1,1,True
Raw | 440 nm,Raw,raw,440 nm,G8,G2,4,0.005,0.1,1,True
Raw | 440 nm,Raw,raw,440 nm,G2,G1,3,0.00375,0.03,1,True
Raw | 440 nm,Raw,raw,440 nm,G3,G7,3,0.00375,0.0375,2,True
Raw | 440 nm,Raw,raw,440 nm,G3,G8,3,0.00375,0.0375,1,True
Raw | 440 nm,Raw,raw,440 nm,G4,G8,3,0.00375,0.02142857142857143,1,True
Raw | 440 nm,Raw,raw,440 nm,G6,G1,3,0.00375,0.01875,2,True
Raw | 440 nm,Raw,raw,440 nm,G6,G8,3,0.00375,0.01875,1,True
Raw | 440 nm,Raw,raw,440 nm,G7,G8,3,0.00375,0.075,1,True
Raw | 440 nm,Raw,raw,440 nm,G9,G1,3,0.00375,0.075,2,True
Raw | 440 nm,Raw,raw,440 nm,G1,G9,2,0.0025,0.05,1,True
Raw | 440 nm,Raw,raw,440 nm,G2,G7,2,0.0025,0.02,1,True
Raw | 440 nm,Raw,raw,440 nm,G4,G9,2,0.0025,0.014285714285714285,1,True
Raw | 440 nm,Raw,raw,440 nm,G7,G2,2,0.0025,0.05,1,True
Raw | 440 nm,Raw,raw,440 nm,G4,G1,1,0.00125,0.007142857142857143,1,True
Raw | 440 nm,Raw,raw,440 nm,G4,G7,1,0.00125,0.007142857142857143,1,True
Raw | 440 nm,Raw,raw,440 nm,G6,G5,1,0.00125,0.00625,1,True
Raw | 440 nm,Raw,raw,440 nm,G8,G7,1,0.00125,0.025,1,True
Raw | 440 nm,Raw,raw,440 nm,G6,G6,54,0.0675,0.3375,8,False
Raw | 440 nm,Raw,raw,440 nm,G4,G4,51,0.06375,0.36428571428571427,6,False
Raw | 440 nm,Raw,raw,440 nm,G9,G9,24,0.03,0.6,2,False
Raw | 440 nm,Raw,raw,440 nm,G2,G2,12,0.015,0.12,4,False
Raw | 440 nm,Raw,raw,440 nm,G7,G7,9,0.01125,0.225,2,False
Raw | Combined,Raw,raw,Combined,G6,G4,67,0.08375,0.41875,6,True
Raw | Combined,Raw,raw,Combined,G2,G4,52,0.065,0.52,4,True
Raw | Combined,Raw,raw,Combined,G4,G2,36,0.045,0.2571428571428571,6,True
Raw | Combined,Raw,raw,Combined,G5,G4,36,0.045,0.45,3,True
Raw | Combined,Raw,raw,Combined,G3,G4,32,0.04,0.4,3,True
Raw | Combined,Raw,raw,Combined,G4,G6,31,0.03875,0.22142857142857142,7,True
Raw | Combined,Raw,raw,Combined,G3,G6,24,0.03,0.3,4,True
Raw | Combined,Raw,raw,Combined,G10,G4,23,0.02875,0.575,2,True
Raw | Combined,Raw,raw,Combined,G11,G4,23,0.02875,0.575,2,True
Raw | Combined,Raw,raw,Combined,G6,G2,20,0.025,0.125,6,True
Raw | Combined,Raw,raw,Combined,G2,G6,17,0.02125,0.17,5,True
Raw | Combined,Raw,raw,Combined,G5,G2,17,0.02125,0.2125,4,True
Raw | Combined,Raw,raw,Combined,G5,G6,15,0.01875,0.1875,4,True
Raw | Combined,Raw,raw,Combined,G8,G4,15,0.01875,0.375,1,True
Raw | Combined,Raw,raw,Combined,G1,G7,13,0.01625,0.325,1,True
Raw | Combined,Raw,raw,Combined,G3,G2,12,0.015,0.15,3,True
Raw | Combined,Raw,raw,Combined,G9,G7,11,0.01375,0.275,1,True
Raw | Combined,Raw,raw,Combined,G1,G4,10,0.0125,0.25,1,True
Raw | Combined,Raw,raw,Combined,G6,G3,10,0.0125,0.0625,4,True
Raw | Combined,Raw,raw,Combined,G8,G7,10,0.0125,0.25,1,True
Raw | Combined,Raw,raw,Combined,G10,G2,9,0.01125,0.225,2,True
Raw | Combined,Raw,raw,Combined,G11,G2,9,0.01125,0.225,2,True
Raw | Combined,Raw,raw,Combined,G4,G3,9,0.01125,0.06428571428571428,1,True
Raw | Combined,Raw,raw,Combined,G10,G6,8,0.01,0.2,2,True
Raw | Combined,Raw,raw,Combined,G11,G6,8,0.01,0.2,2,True
Raw | Combined,Raw,raw,Combined,G2,G7,8,0.01,0.08,1,True
Raw | Combined,Raw,raw,Combined,G5,G3,8,0.01,0.1,1,True
Raw | Combined,Raw,raw,Combined,G3,G5,7,0.00875,0.0875,1,True
Raw | Combined,Raw,raw,Combined,G8,G6,7,0.00875,0.175,2,True
Raw | Combined,Raw,raw,Combined,G1,G2,5,0.00625,0.125,1,True
Raw | Combined,Raw,raw,Combined,G1,G6,5,0.00625,0.125,1,True
Raw | Combined,Raw,raw,Combined,G2,G1,5,0.00625,0.05,1,True
Raw | Combined,Raw,raw,Combined,G2,G3,5,0.00625,0.05,1,True
Raw | Combined,Raw,raw,Combined,G7,G8,5,0.00625,0.125,2,True
Raw | Combined,Raw,raw,Combined,G7,G9,5,0.00625,0.125,2,True
Raw | Combined,Raw,raw,Combined,G1,G9,4,0.005,0.1,1,True
Raw | Combined,Raw,raw,Combined,G6,G9,4,0.005,0.025,2,True
Raw | Combined,Raw,raw,Combined,G1,G8,3,0.00375,0.075,1,True
Raw | Combined,Raw,raw,Combined,G3,G7,3,0.00375,0.0375,2,True
Raw | Combined,Raw,raw,Combined,G4,G1,3,0.00375,0.02142857142857143,1,True
Raw | Combined,Raw,raw,Combined,G5,G9,3,0.00375,0.0375,1,True
Raw | Combined,Raw,raw,Combined,G6,G5,3,0.00375,0.01875,3,True
Raw | Combined,Raw,raw,Combined,G7,G1,3,0.00375,0.075,2,True
Raw | Combined,Raw,raw,Combined,G7,G3,3,0.00375,0.075,1,True
Raw | Combined,Raw,raw,Combined,G8,G2,3,0.00375,0.075,1,True
Raw | Combined,Raw,raw,Combined,G9,G8,3,0.00375,0.075,1,True
Raw | Combined,Raw,raw,Combined,G4,G7,2,0.0025,0.014285714285714285,1,True
Raw | Combined,Raw,raw,Combined,G8,G1,2,0.0025,0.05,1,True
Raw | Combined,Raw,raw,Combined,G8,G9,2,0.0025,0.05,1,True
Raw | Combined,Raw,raw,Combined,G9,G1,2,0.0025,0.05,1,True
Raw | Combined,Raw,raw,Combined,G9,G6,2,0.0025,0.05,1,True
Raw | Combined,Raw,raw,Combined,G3,G9,1,0.00125,0.0125,1,True
Raw | Combined,Raw,raw,Combined,G4,G8,1,0.00125,0.007142857142857143,1,True
Raw | Combined,Raw,raw,Combined,G4,G9,1,0.00125,0.007142857142857143,1,True
Raw | Combined,Raw,raw,Combined,G5,G7,1,0.00125,0.0125,1,True
Raw | Combined,Raw,raw,Combined,G6,G1,1,0.00125,0.00625,1,True
Raw | Combined,Raw,raw,Combined,G6,G7,1,0.00125,0.00625,1,True
Raw | Combined,Raw,raw,Combined,G6,G8,1,0.00125,0.00625,1,True
Raw | Combined,Raw,raw,Combined,G7,G2,1,0.00125,0.025,1,True
Raw | Combined,Raw,raw,Combined,G8,G3,1,0.00125,0.025,1,True
Raw | Combined,Raw,raw,Combined,G9,G2,1,0.00125,0.025,1,True
Raw | Combined,Raw,raw,Combined,G9,G3,1,0.00125,0.025,1,True
Raw | Combined,Raw,raw,Combined,G4,G4,57,0.07125,0.40714285714285714,6,False
Raw | Combined,Raw,raw,Combined,G6,G6,53,0.06625,0.33125,8,False
Raw | Combined,Raw,raw,Combined,G7,G7,23,0.02875,0.575,2,False
Raw | Combined,Raw,raw,Combined,G9,G9,20,0.025,0.5,2,False
Raw | Combined,Raw,raw,Combined,G2,G2,13,0.01625,0.13,4,False
Raw | Combined,Raw,raw,Combined,G3,G3,1,0.00125,0.0125,1,False
SNV | 250 nm,SNV,snv,250 nm,G3,G6,46,0.0575,0.575,4,True
SNV | 250 nm,SNV,snv,250 nm,G7,G6,32,0.04,0.8,2,True
SNV | 250 nm,SNV,snv,250 nm,G2,G6,31,0.03875,0.31,4,True
SNV | 250 nm,SNV,snv,250 nm,G10,G2,25,0.03125,0.625,2,True
SNV | 250 nm,SNV,snv,250 nm,G3,G4,25,0.03125,0.3125,2,True
SNV | 250 nm,SNV,snv,250 nm,G5,G2,24,0.03,0.3,2,True
SNV | 250 nm,SNV,snv,250 nm,G5,G6,24,0.03,0.3,3,True
SNV | 250 nm,SNV,snv,250 nm,G1,G4,23,0.02875,0.575,2,True
SNV | 250 nm,SNV,snv,250 nm,G6,G4,23,0.02875,0.14375,4,True
SNV | 250 nm,SNV,snv,250 nm,G11,G2,21,0.02625,0.525,2,True
SNV | 250 nm,SNV,snv,250 nm,G4,G6,21,0.02625,0.15,4,True
SNV | 250 nm,SNV,snv,250 nm,G5,G4,19,0.02375,0.2375,3,True
SNV | 250 nm,SNV,snv,250 nm,G6,G3,19,0.02375,0.11875,7,True
SNV | 250 nm,SNV,snv,250 nm,G8,G4,18,0.0225,0.45,2,True
SNV | 250 nm,SNV,snv,250 nm,G8,G6,17,0.02125,0.425,2,True
SNV | 250 nm,SNV,snv,250 nm,G9,G6,16,0.02,0.4,2,True
SNV | 250 nm,SNV,snv,250 nm,G6,G2,15,0.01875,0.09375,5,True
SNV | 250 nm,SNV,snv,250 nm,G6,G5,12,0.015,0.075,3,True
SNV | 250 nm,SNV,snv,250 nm,G2,G11,11,0.01375,0.11,3,True
SNV | 250 nm,SNV,snv,250 nm,G1,G6,10,0.0125,0.25,1,True
SNV | 250 nm,SNV,snv,250 nm,G4,G5,9,0.01125,0.06428571428571428,4,True
SNV | 250 nm,SNV,snv,250 nm,G9,G4,9,0.01125,0.225,1,True
SNV | 250 nm,SNV,snv,250 nm,G2,G3,8,0.01,0.08,3,True
SNV | 250 nm,SNV,snv,250 nm,G4,G1,8,0.01,0.05714285714285714,4,True
SNV | 250 nm,SNV,snv,250 nm,G4,G2,8,0.01,0.05714285714285714,2,True
SNV | 250 nm,SNV,snv,250 nm,G10,G11,7,0.00875,0.175,1,True
SNV | 250 nm,SNV,snv,250 nm,G10,G6,7,0.00875,0.175,1,True
SNV | 250 nm,SNV,snv,250 nm,G4,G9,5,0.00625,0.03571428571428571,1,True
SNV | 250 nm,SNV,snv,250 nm,G9,G3,5,0.00625,0.125,2,True
SNV | 250 nm,SNV,snv,250 nm,G11,G5,4,0.005,0.1,1,True
SNV | 250 nm,SNV,snv,250 nm,G3,G2,4,0.005,0.05,2,True
SNV | 250 nm,SNV,snv,250 nm,G5,G3,4,0.005,0.05,3,True
SNV | 250 nm,SNV,snv,250 nm,G7,G2,4,0.005,0.1,2,True
SNV | 250 nm,SNV,snv,250 nm,G7,G3,4,0.005,0.1,2,True
SNV | 250 nm,SNV,snv,250 nm,G8,G3,4,0.005,0.1,1,True
SNV | 250 nm,SNV,snv,250 nm,G9,G2,4,0.005,0.1,1,True
SNV | 250 nm,SNV,snv,250 nm,G1,G9,3,0.00375,0.075,1,True
SNV | 250 nm,SNV,snv,250 nm,G5,G11,3,0.00375,0.0375,1,True
SNV | 250 nm,SNV,snv,250 nm,G5,G9,3,0.00375,0.0375,1,True
SNV | 250 nm,SNV,snv,250 nm,G6,G1,3,0.00375,0.01875,2,True
SNV | 250 nm,SNV,snv,250 nm,G9,G1,3,0.00375,0.075,1,True
SNV | 250 nm,SNV,snv,250 nm,G1,G3,2,0.0025,0.05,1,True
SNV | 250 nm,SNV,snv,250 nm,G1,G5,2,0.0025,0.05,1,True
SNV | 250 nm,SNV,snv,250 nm,G2,G8,2,0.0025,0.02,1,True
SNV | 250 nm,SNV,snv,250 nm,G3,G5,2,0.0025,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G4,G11,2,0.0025,0.014285714285714285,1,True
SNV | 250 nm,SNV,snv,250 nm,G4,G3,2,0.0025,0.014285714285714285,1,True
SNV | 250 nm,SNV,snv,250 nm,G5,G8,2,0.0025,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G6,G9,2,0.0025,0.0125,2,True
SNV | 250 nm,SNV,snv,250 nm,G9,G5,2,0.0025,0.05,1,True
SNV | 250 nm,SNV,snv,250 nm,G10,G5,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G11,G10,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G11,G4,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G11,G6,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G2,G1,1,0.00125,0.01,1,True
SNV | 250 nm,SNV,snv,250 nm,G2,G10,1,0.00125,0.01,1,True
SNV | 250 nm,SNV,snv,250 nm,G2,G5,1,0.00125,0.01,1,True
SNV | 250 nm,SNV,snv,250 nm,G3,G1,1,0.00125,0.0125,1,True
SNV | 250 nm,SNV,snv,250 nm,G3,G9,1,0.00125,0.0125,1,True
SNV | 250 nm,SNV,snv,250 nm,G4,G8,1,0.00125,0.007142857142857143,1,True
SNV | 250 nm,SNV,snv,250 nm,G5,G10,1,0.00125,0.0125,1,True
SNV | 250 nm,SNV,snv,250 nm,G8,G2,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G9,G8,1,0.00125,0.025,1,True
SNV | 250 nm,SNV,snv,250 nm,G6,G6,86,0.1075,0.5375,7,False
SNV | 250 nm,SNV,snv,250 nm,G4,G4,84,0.105,0.6,6,False
SNV | 250 nm,SNV,snv,250 nm,G2,G2,45,0.05625,0.45,4,False
SNV | 250 nm,SNV,snv,250 nm,G11,G11,12,0.015,0.3,2,False
SNV | 250 nm,SNV,snv,250 nm,G3,G3,1,0.00125,0.0125,1,False
SNV | 308 nm,SNV,snv,308 nm,G6,G4,69,0.08625,0.43125,7,True
SNV | 308 nm,SNV,snv,308 nm,G5,G4,30,0.0375,0.375,4,True
SNV | 308 nm,SNV,snv,308 nm,G11,G2,28,0.035,0.7,2,True
SNV | 308 nm,SNV,snv,308 nm,G6,G2,26,0.0325,0.1625,6,True
SNV | 308 nm,SNV,snv,308 nm,G3,G4,23,0.02875,0.2875,4,True
SNV | 308 nm,SNV,snv,308 nm,G8,G4,23,0.02875,0.575,2,True
SNV | 308 nm,SNV,snv,308 nm,G1,G4,22,0.0275,0.55,2,True
SNV | 308 nm,SNV,snv,308 nm,G2,G4,22,0.0275,0.22,5,True
SNV | 308 nm,SNV,snv,308 nm,G4,G6,21,0.02625,0.15,5,True
SNV | 308 nm,SNV,snv,308 nm,G5,G2,21,0.02625,0.2625,4,True
SNV | 308 nm,SNV,snv,308 nm,G2,G6,20,0.025,0.2,3,True
SNV | 308 nm,SNV,snv,308 nm,G3,G2,20,0.025,0.25,4,True
SNV | 308 nm,SNV,snv,308 nm,G10,G2,19,0.02375,0.475,2,True
SNV | 308 nm,SNV,snv,308 nm,G4,G2,18,0.0225,0.12857142857142856,5,True
