SampleId,ActualClass,Year,Normalization,Modality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
39,G9,1394,SNV,440 nm,-32.6298801934896,-0.8107299528933114,-0.8262157998302105,-12.215599726366923,-4.2244854918141534,-0.40939580909620027,-3.1126313619951707,0.11749286977897777,2.3131444330534783,1.0697370717330947
40,G9,1394,SNV,440 nm,-33.776351091072726,-1.1449924412818255,0.8205580056844517,-6.089851920317761,-2.4660830744637283,-0.5302280849581309,-5.1293029816542255,0.041539667912757934,-0.08146415764655841,-0.034343514615348514
41,G10,1404,SNV,440 nm,23.396585149018584,8.970101543590589,8.16655283001929,-1.8578809892778385,1.9053377395714342,1.4723176857957994,-0.33826105139419216,1.8563862654530627,0.3352672263804403,-0.28296683081242247
42,G10,1404,SNV,440 nm,24.522436026471716,-1.2225031443697538,6.754993819699073,-1.7696606935473658,2.2805095895117242,-0.4585947896073331,-0.1592076485569958,2.06560374028369,-0.10574524032438594,1.4333894279161872
43,G11,1404,SNV,440 nm,22.909022991396075,-15.51928322019014,1.3387859311409973,-1.2296989492555543,2.9858478846480714,-4.066609014812543,0.09663555455144535,-3.468489402396719,0.365205405800533,-1.1278298289597888
44,G11,1404,SNV,440 nm,23.3172849707914,-14.165248626260981,2.5755141014228666,-1.4784214940775826,3.0787100023468748,-3.0873519191529244,-0.004394124213073863,-2.6115684229707283,0.1421465895916324,-0.3024962903343952
1,G1,1394,SNV,Combined,-53.219583899310216,1.695777897743516,3.3900626901956232,-27.055985451902558,3.27809386341779,-0.506034602599398,0.16632860782548653,12.28790326677951,3.5604142939707493,4.894161455071308
3,G1,1404,SNV,Combined,24.514813020220192,43.74158288738478,-14.638213983898344,-0.12926422450644792,-3.3760657203488194,-10.026388868250686,1.063878935178729,-3.5453535582698454,14.272349715906056,0.7365337054945936
4,G2,1394,SNV,Combined,-54.473670759553116,0.24317514007480343,3.2235077593949018,9.454312199411328,-9.251721533889725,4.173600424629628,-0.12089020190636385,15.450122134037121,2.8799182027246215,9.443806241393991
5,G2,1404,SNV,Combined,38.33745235753457,2.7432503461027085,16.470115580354182,1.0347011015518206,4.26139427873436,3.876889981208527,2.987281193996542,-2.472844565786728,5.171128150624084,0.5647710574534474
6,G2,1404,SNV,Combined,36.35078606119593,-19.85665604610674,8.766525096962836,0.12346115966878404,1.6392610262127134,0.8027547608994574,-3.41379588645624,-2.133399538422869,5.263808013345656,0.4121445873617183
7,G2,1404,SNV,Combined,34.475865016884235,-5.732052629392967,16.17581778742166,1.5197660578740915,3.5996388783835753,8.070943017543682,10.255057683016448,-0.3737555002985441,0.05164248828677454,-3.472374432583091
8,G2,1404,SNV,Combined,36.86015165037118,-5.056047112609244,12.786359929110285,2.037023125174271,2.824703858229847,8.591905540215832,14.53096280425712,1.9066373820713356,-7.5272852432814075,1.0941640973908677
9,G3,1394,SNV,Combined,-52.48208445425339,-3.9085097666222763,0.8856037143276109,26.24643072156468,-4.870169128616947,2.944287350682914,-1.5915725836846737,-3.039837267107157,0.028210799909236466,-11.096899315644595
10,G3,1394,SNV,Combined,-53.888918900205084,-2.502895992361416,2.167926327427363,23.060335004152947,-13.343918515914579,3.061786706335019,-0.03895885497137149,5.145306616020508,2.6341128234984557,-7.015610298920135
11,G3,1404,SNV,Combined,36.481751690904474,19.23955542177587,10.118268234898904,2.215478828863927,1.5962459898450416,-3.9507313781706395,-8.395405107766734,1.6342837252941105,-8.24264198952798,0.030325011793862534
12,G3,1404,SNV,Combined,25.143768900675596,-37.53169591772839,-23.25108504316778,-3.3375341105968683,-6.969895776693404,-13.142323544390505,-14.299960153786278,-2.190842687784329,10.55906606682682,-1.1114035500568011
13,G4,1394,SNV,Combined,-55.53862004378382,-1.014846959171318,4.293295200285895,5.981971366243617,-11.53229893711075,1.4692049700365386,0.36416708322843044,11.605204408702923,3.808173179890848,0.11464089683116241
14,G4,1404,SNV,Combined,27.5982646829438,40.99544928763348,-7.645837501229991,1.7872933586880742,-2.8826526458359973,-9.292395236686179,4.868802591119841,2.2976992338459143,-2.1192047086285526,-0.10782561731827854
15,G4,1404,SNV,Combined,26.385171265573756,42.36065755785342,-11.85909011674279,0.41796675218792406,-2.8311578457276716,-9.549220916128887,1.0318428102767097,-3.1685302536273685,11.991183284280563,0.509750980032024
16,G4,1404,SNV,Combined,28.08604871753408,40.815371763250276,-7.318400229837292,1.4409803288621625,-1.820860506404356,-11.795803070679526,0.4937657240397564,-1.888122566563869,8.295189690757827,0.1960670236771419
17,G4,1404,SNV,Combined,33.579241265710195,-10.38634760302884,1.5519896979445453,-0.22428508520155546,-1.271413043266259,-2.637761370577167,-28.97899737640479,1.4804360865927064,-9.337404781378044,-0.25805414681822414
18,G4,1404,SNV,Combined,29.262119821441566,-23.788186604339213,-21.375276527589012,-0.49353969212556414,-2.1680451554440108,-8.11194990771261,21.25295767044361,3.511907570715653,-7.906805487968448,-0.5820926499762926
19,G4,1404,SNV,Combined,35.73028909914332,15.465844623156162,9.713871344980994,0.8084559015062999,1.1643568058577143,-4.833001893449664,-11.566750940382489,2.3558857943468934,-7.651087998338344,0.2231909424338599
20,G5,1394,SNV,Combined,-56.214125710882506,-1.779828616622395,4.210149710270385,3.5416715586301386,-2.7000819683100756,-1.4412718484063063,-1.226989616387663,3.7477364709899703,3.3897218573512893,-10.923731838218846
21,G5,1404,SNV,Combined,7.928445032996188,25.594950822999397,-36.15404706549162,-9.903136877322323,-5.359511028978496,47.64855045390722,-4.501664258116145,-6.034610984320522,-0.7132632723063528,0.33123165839130286
22,G5,1404,SNV,Combined,33.5772381075433,22.646889442453126,3.583739034951497,2.5227892809285652,-1.2071532040753685,-1.7764233020305658,-0.7293130364894252,5.104479982659286,-16.64090371428653,-1.1608663626864617
23,G5,1404,SNV,Combined,35.87131581297309,-23.022507834936278,9.92205407735173,-0.42863673351053305,3.2868806851250194,1.3331057254928658,0.9292111905200945,-6.565131494365459,17.07591331300947,1.299935650274211
24,G6,1394,SNV,Combined,-49.873900949021504,-4.1910324543124,-5.261574773581182,33.04359292146191,-3.71679379979528,1.8758634615668,1.3263659033612545,-6.995389466859712,-2.3232969430770574,3.9352503625523916
26,G6,1394,SNV,Combined,-43.58400042952798,2.201943609003122,-7.623388304131775,-16.315084091912965,32.35320759352756,-0.2815232936710554,-0.9987045391682491,13.979807318156475,2.3222995209648913,-22.578958062025105
27,G6,1394,SNV,Combined,-50.72537959945573,-2.196238313504259,-8.577768064806436,7.7660053571360885,34.43608670536161,-3.1554810616158124,-1.7110672502032394,-11.053031443095316,-4.096866182462293,20.735814472596537
28,G6,1394,SNV,Combined,-53.181595378023346,-3.3432898057020966,-6.216653879608589,15.65737850353601,26.859824693465622,-1.5142008626017052,-1.5461863436389223,-7.196358357007824,-1.0404700738781978,-1.198707332735267
30,G6,1404,SNV,Combined,35.99520911258813,-20.4830136483443,-1.911713184917371,-1.865578405256118,-2.841587719847432,5.277953218875466,-1.923094640883774,3.1279039398596584,-4.790476505528825,0.8946669870261148
31,G6,1404,SNV,Combined,35.450161525708616,20.579294957430264,7.231298463768121,2.850079373953329,0.03637782965102086,-1.5033679536095077,-5.7057929233489,4.583599447822959,-16.04697295995295,-0.16023233214434357
32,G6,1404,SNV,Combined,32.7696023382181,-33.55710833841816,-6.112302570814499,-1.7183188342752913,-2.869926645263912,0.7157388379144048,5.164507775651487,0.9845745344601861,1.1444839052425935,1.1031432246311268
33,G6,1404,SNV,Combined,33.60715158371027,-29.870264411569,-7.47090360041524,-2.3536693475557686,-3.8851612665169935,-0.17415003534097387,-13.641639569868977,1.3579424235309594,-0.6945002655442672,0.8849403823321731
34,G7,1394,SNV,Combined,-54.003163552272426,1.4161252426806257,3.3716735224138055,-14.053404468454232,1.5156222854953505,1.2323770796711633,-0.22176667607554246,18.619078505569288,3.268071289329504,11.764670530533225
36,G7,1394,SNV,Combined,-58.392786415509505,-0.010485894319130428,7.907407457886394,-13.006747475164472,-10.509845119273788,-2.45118520524799,0.8450095247330218,1.6592452495440604,0.16033467479202734,7.953560074239701
37,G8,1394,SNV,Combined,-56.3014145015369,0.12549500765647986,8.553597584085583,-9.820362253884188,-19.27824282986879,-2.73275243527717,1.519858925034385,-9.072559104645883,-2.002741151402992,1.3923963899465421
38,G8,1404,SNV,Combined,25.584759649445797,-29.09473374922406,-30.938946958303138,-1.584928460870982,-4.8636737605129925,-13.614383866157134,14.034660422192655,4.3002287404001995,-10.96000702936506,-0.09922886259286698
39,G9,1394,SNV,Combined,-54.77470871286065,-0.44490609336474696,5.841378713264457,-21.45864745557735,-5.463312496636477,-4.257837575762008,1.7695889226246326,-21.174980917205644,-7.133725814296985,-5.169628342039507
40,G9,1394,SNV,Combined,-55.81610869992396,-0.8150381880173506,6.386077109759341,-18.09074157611805,-6.362939594073471,-4.573918736304856,1.6520714456548247,-20.948744912072538,-7.11638542927046,-4.171606916131791
41,G10,1404,SNV,Combined,36.8268513300985,12.84744518165068,15.657177815539622,1.5195246286943065,4.452509454589395,2.7219440656640423,6.902010744178862,-2.843241561337547,5.953214561249693,0.23229896246832885
42,G10,1404,SNV,Combined,37.454971985433644,5.667770598512691,13.148002445003526,0.3403146101090331,2.7537350027098766,6.58157848239452,9.55390460582292,1.1301519359934173,-1.3504557641324377,0.011807849076586054
43,G11,1404,SNV,Combined,36.71198227410258,-21.469111069851895,10.215666679927494,-0.9052301738250187,2.635622317396152,4.327823615862771,-2.52959366169673,-3.742431527987366,10.49156895102477,-0.09087825505958463
44,G11,1404,SNV,Combined,37.8866497031689,-18.325782737814926,10.78363582700827,-0.6244374221390289,2.6828669744029683,6.615799271769472,2.429909058079731,-1.8309690606346491,5.373690531641305,0.43882577194893035
1,G1,1394,AsLS+SNV,250 nm,-34.979782466933685,-0.17183611719392775,0.8286919096713663,-9.190174848803212,-1.6304779088349983,0.28263809575065413,0.14127198940099644,3.1543457345539494,1.6960637480877983,0.5664170025854968
3,G1,1404,AsLS+SNV,250 nm,17.404114300910972,23.19872674520479,-8.999767498447202,0.6784429313905187,-1.4235149069953048,-10.547159206593133,0.16946362705112536,-1.5377391214073741,2.4809871234337373,-1.8232105576502649
4,G2,1394,AsLS+SNV,250 nm,-35.88889805211153,-0.4041430057449982,1.521618259839319,3.5953339997337266,-0.396137998147378,0.023616323639169174,0.13290932780534342,0.8586193231534329,0.1769242690153381,0.06075587953434097
5,G2,1404,AsLS+SNV,250 nm,23.154470480858585,4.149309103420935,13.114642165847087,-0.7603185623053217,2.0841327938017744,2.700892605661392,-1.045025065857123,-1.0323634200073124,1.4788545772616104,2.3026871790943932
6,G2,1404,AsLS+SNV,250 nm,22.843160907947386,-12.00980482515377,4.052443609076952,-0.16263571631788865,0.6678608389417319,0.9712241051719355,7.097671872206349,1.0572935986328227,-1.1438166253390083,-1.3039708635753042
7,G2,1404,AsLS+SNV,250 nm,22.307685557545163,3.595092698482549,15.284252839156958,-1.1589427896281688,3.0870337396292786,0.20970196468683971,-4.819963537786188,-1.147842380728531,0.8260014192946252,1.0928881176359335
8,G2,1404,AsLS+SNV,250 nm,22.57408480162515,3.6596779797213137,14.520415191857245,-0.9715296934114973,2.208878504810227,0.8338791970750488,-1.6221058597734108,0.5743183296609479,-1.910610063049155,2.1300744505944453
9,G3,1394,AsLS+SNV,250 nm,-34.927536065637454,-0.5458788409781599,1.6798993699793967,9.984086543308594,0.3487479915933118,-0.21705490984175052,-0.04534261973047823,2.5001320288974496,1.9776562696363749,-0.02434571411739474
10,G3,1394,AsLS+SNV,250 nm,-34.22648003821578,-0.359878414329373,1.3966235219385357,13.178114116456097,1.1888148541588517,-0.1432790287470587,-0.014186497485405609,-3.1689058524598335,-1.9969425290968421,-0.3418159266655626
11,G3,1404,AsLS+SNV,250 nm,23.06647630132068,5.480627322307641,-3.925367200311955,2.0692090608910454,-6.935157091623583,9.106510465437806,0.6933954017511871,2.060611526453211,-2.369062633038669,0.9077067684122447
12,G3,1404,AsLS+SNV,250 nm,16.381017366424867,-22.128357156544368,-17.164299114249562,0.46788711432473995,-0.7393287521934838,-8.21860416262971,-0.1202344698155166,-0.5476793670761173,0.31102898376049304,5.190637937365739
13,G4,1394,AsLS+SNV,250 nm,-35.19688962913388,-0.4016567878679159,1.5774998969413614,8.902521210746825,0.18194253354910603,-0.14335087198550006,0.01562409706884843,-0.64069443214081,-0.4470061084600914,-0.1342720436499143
14,G4,1404,AsLS+SNV,250 nm,19.951868914102306,20.2129518029758,-5.744541094874157,1.391207761018184,-5.83625975302451,-3.3316965522083057,2.080774506944076,0.06173866190734893,-0.13235962653459873,0.8594050407389975
15,G4,1404,AsLS+SNV,250 nm,18.637430832659327,22.044530157192796,-7.478956523982825,0.9158269233174048,-2.79804016774145,-8.625985793427862,2.693268062923473,-0.4661054286885946,0.9046942945114055,-2.808620861403983
16,G4,1404,AsLS+SNV,250 nm,19.058103428162315,21.92586771284685,-7.3639524402293395,1.3106186831952142,-5.051551494775365,-5.592690493922764,1.5147928177556216,-0.8372937783616284,1.2097321573097455,-0.20396718950109827
17,G4,1404,AsLS+SNV,250 nm,15.23603179217479,-10.910555438677173,-23.272436601869448,2.5430752076013183,-7.3899292961764065,11.895362844185486,-4.412442186616215,-5.792543598632968,7.138767421209277,-1.5358957628849865
18,G4,1404,AsLS+SNV,250 nm,22.595390544092925,-5.19982257835106,0.8542673946585407,-0.25670001930173686,1.380315886603851,-6.151550806953156,-13.374688682345028,0.6755430372662379,0.7482236857369307,0.9285522237659842
19,G4,1404,AsLS+SNV,250 nm,22.791077388719824,-0.8800590683124322,-4.664354636723357,1.990311935702858,-6.491863347147407,12.011809177757575,1.3471551608201258,0.4471173993523516,-0.08960964774162553,-1.6100348024125144
20,G5,1394,AsLS+SNV,250 nm,-35.11511092457848,-0.4653124181949875,1.2920709775036545,-1.3094437972775486,-1.6814941251013529,-0.10779453805727388,0.04415580592423338,-0.08611043909788019,0.16417256648690717,-0.5657469626403344
21,G5,1404,AsLS+SNV,250 nm,2.474103666367265,10.967566698259514,-18.898092086168358,-5.276585913384202,37.903240508892054,6.265015292640386,0.49929298519715215,1.6043868240878532,-0.6945932960818871,0.08829714706749589
22,G5,1404,AsLS+SNV,250 nm,22.86905695961321,7.498073090735041,-4.517568206517252,1.9415354538823228,-6.754223134253471,5.291492086812108,0.9116788303450878,4.097355412266179,-5.339216360321316,1.0248905093260927
23,G5,1404,AsLS+SNV,250 nm,23.11244821367681,-5.555187148225469,12.217882917050563,-1.0323321322092731,3.6137939170113027,-0.782020750412043,0.1713013925842003,-0.2529345763142921,0.09904625199471308,-3.317079078289723
24,G6,1394,AsLS+SNV,250 nm,-33.87109499928224,-0.34496938704147617,1.31137610734366,14.487103082450039,1.5299783681444525,-0.18644934546939917,-0.17951905943972987,-2.7303605424660593,-1.7886253383580633,-0.15590576459974245
26,G6,1394,AsLS+SNV,250 nm,-26.98061515304434,0.4496344716917286,-2.032751647205502,-28.26888250129424,-3.2039055424079597,0.13170941330783123,-0.1008296802368653,-9.247296325381596,-5.883656531980836,-0.03738681406956578
27,G6,1394,AsLS+SNV,250 nm,-34.42472248221363,-0.13460044566299514,0.44332082539679674,-12.297917225042728,-3.0814886689521055,0.35648634289233594,-0.09562148024224501,2.6017773162554336,1.4006647205452978,-0.3336799156060994
28,G6,1394,AsLS+SNV,250 nm,-34.7454016074431,-0.31391444132509083,0.7944686313588826,-11.257748679080871,-3.0372315667993433,0.1780130110197286,0.09659233107105335,1.1665351053478714,0.4491405007915652,-0.2041775127598928
30,G6,1404,AsLS+SNV,250 nm,21.8588735121091,-15.466157200670263,-0.6156058281261986,-0.26832871564975647,1.4149873674713296,-5.439656414791736,6.49949945701231,1.1572795289531592,-0.9988802420406229,1.8814927698684858
31,G6,1404,AsLS+SNV,250 nm,22.851602827033425,5.9039729268375725,-4.3585686712156075,2.071412788243183,-7.195127960795947,8.600852688913362,1.5800459527433186,2.328344968355013,-2.8950833504541396,1.0647686554098181
32,G6,1404,AsLS+SNV,250 nm,22.127714759885134,-14.7745896913357,4.677636839766724,-0.6727441906386861,2.6104597588964853,-4.0768533253405455,4.4585149589875765,0.873559191240066,-1.2269559988774568,-2.6379189402037224
33,G6,1404,AsLS+SNV,250 nm,19.20458519112053,-20.73736110143924,-10.733055903787983,0.31289353937312814,-0.41746442330299405,-5.493343133747405,3.8349887956102857,-1.0460302169554676,1.7575628675159183,3.499052091149073
34,G7,1394,AsLS+SNV,250 nm,-33.012838923420055,-0.062158981598095055,-0.02117508073388678,-17.2044601977669,-3.2941253299852016,0.3220027593039668,-0.029377269394413447,2.6570724665530294,1.5799451461797718,-0.07869588721383049
36,G7,1394,AsLS+SNV,250 nm,-35.81783193115909,-0.3292604510056372,1.419455826948228,2.5817517814099227,-1.0208440167829953,0.002535711476272982,-0.025325084826219216,2.686300353228574,1.5042907585090386,-0.07914422814621433
37,G8,1394,AsLS+SNV,250 nm,-32.84740445192065,-0.35031427498028117,1.1443960286109394,16.192409049493254,2.5537774294253013,-0.25546097110970445,-0.08643432155945956,-7.01613961582404,-4.804514870250885,0.2012424172021234
38,G8,1404,AsLS+SNV,250 nm,20.81096742417815,-12.50633189013347,-9.285565811535063,0.8049574347311059,-1.9806818184102872,-4.59203684118305,-8.93769035953438,4.995050496163756,-6.506052555349209,-4.147300311083285
39,G9,1394,AsLS+SNV,250 nm,-35.19643303495087,-0.2232523437554699,1.4535891126743377,4.5471637305971475,0.23982271323422272,-0.08257945205314508,0.14495478260896594,1.7988820814421114,1.288584716834236,0.5346652490460305
40,G9,1394,AsLS+SNV,250 nm,-35.57803151711434,-0.39688855273069956,1.5994491745306427,3.4424778396713576,-0.45236762148429965,-0.13978046607914152,0.0007814609122422464,4.210988597382121,2.6954203488685478,0.36614862671854054
41,G10,1404,AsLS+SNV,250 nm,22.446002617287284,9.321116824733114,12.87857152990388,-0.7465511385869427,1.5181813679610765,2.185423223105514,-0.7291830798961267,-1.3577725111930887,1.5878036824007595,4.723284992338686
42,G10,1404,AsLS+SNV,250 nm,22.991055376576295,3.411974340830965,13.926152454032207,-0.8847102917061831,2.3318944934296097,1.8171964626945156,-1.1897583059235421,-1.3059262748421916,1.6171075035177769,2.609668034463851
43,G11,1404,AsLS+SNV,250 nm,22.861163496688352,-9.687230890088271,9.966434474351272,-0.8527479133188032,3.0615475318734178,0.4957741905629719,1.8754418198735525,-2.235967463169311,3.414193614998726,-4.686876005329135
44,G11,1404,AsLS+SNV,250 nm,23.200584616079393,-7.459600423900283,11.120899287539155,-0.8355858618140091,2.8858043255084636,0.4452111024578031,0.8241521238652509,-1.1175466364057849,1.7201191490738152,-4.002589950515177
1,G1,1394,AsLS+SNV,308 nm,-32.98278729591295,10.775973430856762,10.114940498823767,5.438592024851598,-1.6863114151770837,-11.525053980364687,0.8168573027829555,5.62839165008986,5.52982330710353,-4.558585634633795
3,G1,1404,AsLS+SNV,308 nm,11.747453757137915,18.31155328383827,-11.110651012577051,-4.044634234713493,1.5692646225093783,-4.870980605282942,3.2912432557208287,-10.8548552064195,0.3061521848538019,0.08616841685988302
4,G2,1394,AsLS+SNV,308 nm,-23.670948474855095,0.2291631906857679,-8.938731552262983,20.77415278870919,-3.858190958222888,-3.668586431417285,-8.583022494989486,-2.0090858567582983,-4.959141358679607,6.66051693622253
5,G2,1404,AsLS+SNV,308 nm,19.2938812092578,3.6585309252084857,2.4353058363383515,1.0388396141312046,9.069770143188686,-2.524864384498197,-1.8687394903183614,1.1837547122884462,-0.9701075099535054,-0.16564417828604255
6,G2,1404,AsLS+SNV,308 nm,16.862417735253022,-12.46073515773403,11.544029574693015,2.3213366889664067,6.153165841173281,-4.727203467386101,0.4302718689079997,-2.1448634329594904,-0.6770585227897464,0.42675386206408483
7,G2,1404,AsLS+SNV,308 nm,18.704470670859838,1.0851924465654688,3.2557364497451813,2.66835038498911,3.0698793876575072,3.858898607647005,-3.0325555920953624,7.876080463904754,-0.4417804944869936,0.2847244519731149
8,G2,1404,AsLS+SNV,308 nm,16.04729682998102,-6.995211053341604,5.903491654900071,3.6556815517819996,-8.021806270864715,6.990380829357427,-3.553570640755243,8.379525638451065,1.0779661060505292,-0.4639307939954118
9,G3,1394,AsLS+SNV,308 nm,-18.37299124308885,-15.570526117686336,-17.95725085436545,8.148861094871899,10.098307020174422,18.414199142729746,11.680693942752567,0.568306290465064,-3.8664468692717517,1.1929590656007927
10,G3,1394,AsLS+SNV,308 nm,-25.647551205603545,-8.239186715014064,-14.472341562070481,20.142924000150995,3.300767306182574,7.368454047114986,2.020081316219994,-4.511930601904631,-7.0357498703082335,5.781218720048251
11,G3,1404,AsLS+SNV,308 nm,18.593269097125894,11.015963475308586,-3.605423739772668,-0.2098356420448806,5.318079534272215,-0.4011691505705231,-1.082450889857142,0.9309427568593901,-0.14432220766806342,0.06022952465916742
12,G3,1404,AsLS+SNV,308 nm,8.507249416810922,-21.07193271716659,12.564090389724628,0.45171115244944693,4.5797812497063175,-7.483791011876784,6.744906028910557,-12.65089714823591,-0.5368883615359467,0.46551511099079407
13,G4,1394,AsLS+SNV,308 nm,-29.050169253078398,1.9029907749645554,-2.7665561670326038,17.311445961534783,-3.2580948973596375,-10.335518140349905,-1.9538889045916392,2.397322173093021,-6.046909421770494,5.953001517690727
14,G4,1404,AsLS+SNV,308 nm,10.24056165839126,18.713375656186102,-13.441364984160035,-3.0830010613539374,-8.670207814380877,2.373651186876303,1.6624287865183545,-5.315028840318899,1.5010089712869927,-0.36534702636416594
15,G4,1404,AsLS+SNV,308 nm,13.467225723506319,17.64192803181603,-10.348301681262402,-3.621524483622772,1.4194025541108743,-3.4728891334318495,2.6336566781171284,-9.02228048447981,0.6933833291239992,-0.05881291040739359
16,G4,1404,AsLS+SNV,308 nm,14.05473128166554,16.766536579986802,-9.645766268787519,-3.4344491751620088,1.4626368832419043,-3.6996393126750284,2.688428506577058,-9.172217212136246,0.8335322923733888,0.0023178669472607143
17,G4,1404,AsLS+SNV,308 nm,19.30859409982599,-2.6897561152427487,5.767472116770866,2.1655510006979037,8.272384273666187,-1.1346843911208477,-2.2368882694396666,3.744220299914574,-1.3089264807139438,0.12627324600260947
18,G4,1404,AsLS+SNV,308 nm,7.847431208238721,-17.130256441094303,4.169244661122756,-2.1001986535065673,-21.01869115614686,-0.004987928693874896,3.992098999404032,-8.643592475966745,5.415358453978281,-1.4019730221264937
19,G4,1404,AsLS+SNV,308 nm,14.642113401356298,17.28823802088402,-8.780873992739739,-2.484268545869319,4.338204290439232,-1.9863766986674938,1.1857468146906436,-3.9591223614091624,-0.09289636208980728,0.27745569748945925
20,G5,1394,AsLS+SNV,308 nm,-29.497103920656496,-0.25023784855073306,-1.7216701694078873,8.895523227701046,11.118830403384015,10.383372391051832,18.44211463762421,0.9519312373719859,17.61743997884331,-3.3369008512172216
21,G5,1404,AsLS+SNV,308 nm,13.272089261991951,11.944940423844178,-8.201588534271748,-0.25475340592584667,-12.33115515604501,6.637207854908084,-1.2816501737863966,2.893417096421366,2.050403581596152,-0.8933269590986891
22,G5,1404,AsLS+SNV,308 nm,16.4236005040685,8.085330292656609,-3.3916502857413486,1.7505986171621797,-6.631225337669266,7.6730845276738595,-3.0216659921698574,8.463422230526664,0.923986070532699,-0.2183161489125577
23,G5,1404,AsLS+SNV,308 nm,15.738094155242884,-12.046689943673973,11.247191927773256,0.953157037366353,14.639326225450818,-8.49303305002096,1.4529348507163304,-4.677083880210015,-1.9737983289473924,0.6485506340925814
24,G6,1394,AsLS+SNV,308 nm,-17.730608760966323,-19.226002305210333,-20.238345143637915,-2.962369433336571,-2.118868022767142,-0.0847511301878465,-15.61390711602728,-7.9482294488748435,-10.57649803417694,-6.207443122239871
26,G6,1394,AsLS+SNV,308 nm,-11.423318229080216,2.452209195571847,-5.01740654861299,-12.677581431007495,-10.678086518932515,-14.873007114352227,22.565774134305745,15.869205150323678,-16.64370802418094,1.2445176764408945
27,G6,1394,AsLS+SNV,308 nm,-16.618873348663122,-17.083900346951026,-19.071956371080912,-25.327234508612545,3.55423505754014,-8.100795109970834,-7.509529519093781,7.728932551112145,16.43119455689048,17.47474297262386
28,G6,1394,AsLS+SNV,308 nm,-18.22625347261071,-20.876390686454847,-22.503998164928692,-21.29385050975452,7.276902086906123,-1.650387428423941,-3.884485526094113,5.031040906670611,-0.639222549333924,-16.819400111410097
30,G6,1404,AsLS+SNV,308 nm,17.05707095499213,-4.16275350926919,4.796746713437517,3.758671155352797,-6.418432395746474,6.5929997208474,-3.4675841040452275,8.035754620770641,0.36413270409628584,-0.5820594858932692
31,G6,1404,AsLS+SNV,308 nm,16.876515408462527,10.266420387187429,-5.124470228920348,1.0684813023248734,-3.1654433409073763,6.051609349437387,-3.1043696505522966,6.088901858707893,0.30412372958535167,-0.40851446778996664
32,G6,1404,AsLS+SNV,308 nm,11.326232882626972,-19.937827140754855,12.783926860436322,3.520640666587348,-7.4623292733923,1.8764404372484527,0.9282403172411953,0.8583732475602626,0.18951235527256705,0.28594453769891365
33,G6,1404,AsLS+SNV,308 nm,17.363344741370053,-11.433160181078138,9.83035670534932,3.8765631727478467,0.8165092419195642,1.5918948230076622,-2.421882081661095,4.98871921013033,-0.8253839409545682,-0.40366483086632504
34,G7,1394,AsLS+SNV,308 nm,-28.480969548098845,8.580726844897173,4.110618990690288,14.77735080550906,-3.567992322718018,-6.703274328617378,-6.711215591836308,0.974662673593682,7.054816964729223,-3.7122935638531795
36,G7,1394,AsLS+SNV,308 nm,-34.491640947131664,10.985245798495843,13.2285787089073,2.078748107609558,-0.19278703612946904,-4.3848631091131605,-5.0387776428758775,1.279905727057698,5.544079596561231,-6.792680018139547
37,G8,1394,AsLS+SNV,308 nm,-34.514261686951514,12.808680332190688,17.079307916011032,-5.038496572455331,0.16182724253568012,-0.46620239594686474,-2.2465419402571656,0.31205473971192704,0.7314698912659692,-2.568656701805732
38,G8,1404,AsLS+SNV,308 nm,5.758647142349798,-19.591103616716257,5.100637659101499,-2.952209574826856,-21.523694255936366,-0.6734233991012154,5.348462319240797,-10.400800938051503,5.6127142056325345,-0.25475806183673805
39,G9,1394,AsLS+SNV,308 nm,-28.23530671185086,9.387775228831856,20.69668400229699,-20.033712753241833,1.5692938217604637,12.448185733322198,-2.3494801470741935,-4.837828521299188,-7.224880951869205,4.420693208967329
40,G9,1394,AsLS+SNV,308 nm,-28.235306711854196,9.38777522883729,20.69668400230842,-20.033712753246302,1.5692938217611634,12.448185733329948,-2.349480147103593,-4.837828521311376,-7.22488095185987,4.42069320895626
41,G10,1404,AsLS+SNV,308 nm,18.50426955336573,7.609559037562576,-0.7006707287689269,-0.3967879606219668,7.11324664855321,-2.7248607660120885,-0.510603514184179,-1.5846763149253278,-0.04083942961583475,-0.2375294156388837
42,G10,1404,AsLS+SNV,308 nm,17.464967613941475,11.160874844790118,-4.309012406396021,0.33720684223012287,-2.476535127120433,3.1663945222601306,-1.3534118669583222,2.3504303764942915,0.8492162210344192,-0.5549724265814984
43,G11,1404,AsLS+SNV,308 nm,18.452113372470862,-6.649220554366015,8.802031888956986,2.1396046876566586,11.256431729162436,-3.57284217849224,-0.6274839786270276,1.707069022596671,-1.3717153146283323,0.3307577704549111
44,G11,1404,AsLS+SNV,308 nm,19.624449130109305,-4.644092980861427,7.220953839410169,2.674628813919818,5.35231191422026,-0.311774260238137,-2.080754485336813,4.327956611144935,-0.42915951597563123,-0.1382246946865631
1,G1,1394,AsLS+SNV,440 nm,-28.40304255916896,0.37570480069062573,-5.378995368035656,-22.86625530803137,-4.540230570541715,0.39486906559062745,7.371772209795292,-0.103095149698098,0.016751514029132362,-1.4170824631203383
