Scenario,Preprocessing,PreprocessingCode,Modality,SampleId,ActualGroup,MostFrequentPredictedGroup,PredictionCount,CorrectRate,Stability,MeanDecisionMargin,MedianDecisionMargin,MajorityPredictionCorrect,RobustnessStatus
AsLS + SNV | Combined,AsLS + SNV,asls_snv,Combined,40,G9,G9,20,0.75,0.75,0.06380440020299978,0.0533762483937007,True,STABLE CORRECT
AsLS + SNV | Combined,AsLS + SNV,asls_snv,Combined,41,G10,G4,20,0.0,0.55,0.09156595143317123,0.05819511707753902,False,MIXED / UNSTABLE
AsLS + SNV | Combined,AsLS + SNV,asls_snv,Combined,42,G10,G2,20,0.0,0.75,0.11166246479307032,0.09012278630243177,False,STABLE INCORRECT
AsLS + SNV | Combined,AsLS + SNV,asls_snv,Combined,43,G11,G4,20,0.0,0.7,0.07758487411327679,0.06283473153624942,False,MIXED / UNSTABLE
AsLS + SNV | Combined,AsLS + SNV,asls_snv,Combined,44,G11,G2,20,0.0,0.7,0.055813971791444913,0.04082197136542362,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,1,G1,G6,20,0.0,0.6,0.17668255859185794,0.12515357674620964,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,3,G1,G4,20,0.0,0.6,0.08133209555706303,0.07646208721008337,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,4,G2,G3,20,0.0,0.3,0.09923104438150916,0.08015397800875082,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,5,G2,G4,20,0.05,0.8,0.11027899274272963,0.09297938149787295,False,STABLE INCORRECT
Raw | 250 nm,Raw,raw,250 nm,6,G2,G4,20,0.05,0.8,0.09748033356615719,0.11679246023506579,False,STABLE INCORRECT
Raw | 250 nm,Raw,raw,250 nm,7,G2,G4,20,0.2,0.45,0.06919329492123887,0.07582725364729284,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,8,G2,G4,20,0.15,0.65,0.07844760554420124,0.07925596548830713,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,9,G3,G6,20,0.0,0.4,0.14425938675495015,0.09478410336148599,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,10,G3,G4,20,0.0,0.45,0.26028444189265365,0.21007736712505845,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,11,G3,G4,20,0.0,0.5,0.06686243892464723,0.07312415159720263,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,12,G3,G4,20,0.0,0.65,0.08887258875360374,0.08742817198579843,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,13,G4,G6,20,0.0,0.5,0.5044746199361761,0.326121059051644,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,14,G4,G4,20,0.4,0.4,0.06317415846862205,0.0705110315862879,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,15,G4,G4,20,0.55,0.55,0.06580397751787836,0.07541887135595696,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,16,G4,G4,20,0.55,0.55,0.06731628501050654,0.07582743966374911,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,17,G4,G6,20,0.35,0.4,0.05460841793664064,0.06989511304105353,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,18,G4,G4,20,0.6,0.6,0.0763893839091884,0.07582720343267631,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,19,G4,G4,20,0.6,0.6,0.08284115441735193,0.08647003214408942,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,20,G5,G6,20,0.0,0.55,0.30830740879464336,0.26719285899739953,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,21,G5,G4,20,0.0,0.65,0.09161194673607542,0.09202971459808774,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,22,G5,G4,20,0.0,0.6,0.07189564849172322,0.07541872935664476,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,23,G5,G4,20,0.0,0.65,0.08443967872135123,0.08006834461639861,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,24,G6,G6,20,0.7,0.7,0.32009449773827997,0.2904927928722689,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,26,G6,G1,20,0.2,0.45,0.24084473840687934,0.19263079019588145,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,27,G6,G7,20,0.35,0.4,0.10294406776688507,0.038685493964426276,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,28,G6,G6,20,0.5,0.5,0.13773276651888178,0.11938054883700708,True,MOSTLY CORRECT / MIXED
Raw | 250 nm,Raw,raw,250 nm,30,G6,G4,20,0.1,0.75,0.08488607742466414,0.09025848702704456,False,STABLE INCORRECT
Raw | 250 nm,Raw,raw,250 nm,31,G6,G4,20,0.05,0.75,0.0948452989861199,0.08646993633448546,False,STABLE INCORRECT
Raw | 250 nm,Raw,raw,250 nm,32,G6,G4,20,0.15,0.65,0.08578383817609747,0.09164837503354112,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,33,G6,G4,20,0.15,0.7,0.09475711063960916,0.09121695140644226,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,34,G7,G6,20,0.2,0.4,0.19059586491835223,0.07278737831073767,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,36,G7,G6,20,0.4,0.4,0.07843136596503919,0.04652568597678114,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,37,G8,G6,20,0.0,0.3,0.14468814992709006,0.09174130079163212,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,38,G8,G4,20,0.0,0.75,0.08670932165064074,0.0870474226676374,False,STABLE INCORRECT
Raw | 250 nm,Raw,raw,250 nm,39,G9,G4,20,0.0,0.5,0.3328463135859452,0.2661772708083654,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,40,G9,G3,20,0.0,0.45,0.1512941012532738,0.12228442723297223,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,41,G10,G4,20,0.0,0.7,0.08923688881859512,0.08704744972432418,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,42,G10,G4,20,0.0,0.5,0.06928661431687294,0.07543076330155254,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,43,G11,G4,20,0.0,0.7,0.09900747870780008,0.08785979487362434,False,MIXED / UNSTABLE
Raw | 250 nm,Raw,raw,250 nm,44,G11,G4,20,0.0,0.5,0.059516043928606696,0.07352063748287066,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,1,G1,G7,20,0.0,0.6,0.13039210638125814,0.08341473713027789,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,3,G1,G4,20,0.0,0.6,0.08148827351141269,0.07684168628499245,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,4,G2,G7,20,0.0,0.5,0.08593430380320509,0.04813288386071865,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,5,G2,G4,20,0.05,0.8,0.1070093014250743,0.08603676738216873,False,STABLE INCORRECT
Raw | 308 nm,Raw,raw,308 nm,6,G2,G4,20,0.05,0.85,0.09668582889523522,0.11302271273330414,False,STABLE INCORRECT
Raw | 308 nm,Raw,raw,308 nm,7,G2,G4,20,0.3,0.45,0.07236361540361269,0.07570775826508819,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,8,G2,G4,20,0.2,0.6,0.07827213686798791,0.0771523225562243,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,9,G3,G3,20,0.4,0.4,0.23569256862940588,0.20662685612490417,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,10,G3,G3,20,0.65,0.65,0.251483049259541,0.18308765558629214,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,11,G3,G4,20,0.0,0.45,0.0694370606012219,0.0768416809483861,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,12,G3,G4,20,0.0,0.65,0.08532396716665283,0.07759673309510919,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,13,G4,G3,20,0.0,0.45,0.26336836547127884,0.2058455271025752,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,14,G4,G6,20,0.4,0.4,0.06590956315747801,0.07328660432499086,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,15,G4,G4,20,0.5,0.5,0.06744901013289958,0.07265277788916137,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,16,G4,G4,20,0.5,0.5,0.06534046808299422,0.07650643563648907,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,17,G4,G6,20,0.35,0.4,0.05863235737667215,0.06977724676627804,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,18,G4,G4,20,0.6,0.6,0.07503525754041311,0.0771527370514913,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,19,G4,G4,20,0.65,0.65,0.08290873317356638,0.07601858322199284,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,20,G5,G3,20,0.0,0.6,0.28651995241681527,0.23731702429925242,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,21,G5,G4,20,0.0,0.65,0.09208739729124041,0.07972681859049113,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,22,G5,G4,20,0.0,0.55,0.07386464376764061,0.07538346777118199,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,23,G5,G4,20,0.0,0.65,0.0823233726409907,0.075718506041889,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,24,G6,G3,20,0.45,0.45,0.13817394017192441,0.09468790277383202,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,26,G6,G4,20,0.05,0.55,0.5989021139078148,0.6776504099156938,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,27,G6,G4,20,0.0,0.65,0.7900534630534397,0.909029816397334,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,28,G6,G6,20,0.65,0.65,0.5792847681903807,0.6501305385086448,True,MOSTLY CORRECT / MIXED
Raw | 308 nm,Raw,raw,308 nm,30,G6,G4,20,0.1,0.7,0.08427908621042064,0.07792531016460696,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,31,G6,G4,20,0.05,0.7,0.09212983336383207,0.07792542529918037,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,32,G6,G4,20,0.1,0.7,0.08717881621835609,0.07924611314242305,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,33,G6,G4,20,0.1,0.7,0.09314177429211812,0.07792544179677188,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,34,G7,G7,20,0.85,0.85,0.10720749474886274,0.07002587298751178,True,STABLE CORRECT
Raw | 308 nm,Raw,raw,308 nm,36,G7,G7,20,0.95,0.95,0.18190423825473012,0.1465622728645773,True,STABLE CORRECT
Raw | 308 nm,Raw,raw,308 nm,37,G8,G7,20,0.0,0.6,0.09100902351568269,0.06575344882647491,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,38,G8,G4,20,0.0,0.75,0.08381112395051848,0.07614425241213302,False,STABLE INCORRECT
Raw | 308 nm,Raw,raw,308 nm,39,G9,G7,20,0.05,0.35,0.11398663285812352,0.0984209522026612,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,40,G9,G9,20,0.85,0.85,0.21386488332164397,0.2555973089339839,True,STABLE CORRECT
Raw | 308 nm,Raw,raw,308 nm,41,G10,G4,20,0.0,0.7,0.09135199176310656,0.07972674958095846,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,42,G10,G4,20,0.0,0.5,0.06717887282016882,0.07456602949701815,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,43,G11,G4,20,0.0,0.7,0.09610609041676207,0.07729671792626244,False,MIXED / UNSTABLE
Raw | 308 nm,Raw,raw,308 nm,44,G11,G4,20,0.0,0.5,0.062424860124052496,0.07568907822066168,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,1,G1,G6,20,0.0,0.35,0.0944608289070392,0.08480475110525065,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,3,G1,G4,20,0.0,0.5,0.08105827273458192,0.07649603085579351,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,4,G2,G9,20,0.0,0.35,0.19214185350189697,0.15298034922730586,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,5,G2,G4,20,0.05,0.8,0.10889663093014249,0.08895439091492605,False,STABLE INCORRECT
Raw | 440 nm,Raw,raw,440 nm,6,G2,G4,20,0.05,0.75,0.09752609123212386,0.11456161293790926,False,STABLE INCORRECT
Raw | 440 nm,Raw,raw,440 nm,7,G2,G6,20,0.3,0.35,0.0696478619219569,0.07609253633982195,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,8,G2,G4,20,0.2,0.55,0.07828280236417247,0.0800700115801084,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,9,G3,G6,20,0.0,0.4,0.2002216804484463,0.10232430669395928,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,10,G3,G4,20,0.0,0.45,0.22004040760487395,0.27548426067005505,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,11,G3,G4,20,0.0,0.4,0.06723310925184368,0.0758295634435402,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,12,G3,G4,20,0.0,0.6,0.08808204042900505,0.08501013509639929,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,13,G4,G3,20,0.0,0.45,0.3859900314234922,0.35381545289288296,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,14,G4,G6,20,0.35,0.4,0.06354202563667091,0.07262089815237455,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,15,G4,G4,20,0.45,0.45,0.06540256088441249,0.07412121166613775,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,16,G4,G4,20,0.5,0.5,0.06643741121459866,0.07649597466068124,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,17,G4,G6,20,0.2,0.45,0.055517890546517845,0.07120698236598508,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,18,G4,G4,20,0.5,0.5,0.07646719682149686,0.0773280752209147,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,19,G4,G4,20,0.55,0.55,0.08276699594029782,0.0850100830879001,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,20,G5,G3,20,0.0,0.3,0.8427997250545672,0.7135854315373024,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,21,G5,G4,20,0.0,0.6,0.09100118324663972,0.08809613912747062,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,22,G5,G4,20,0.0,0.5,0.07155285060935968,0.07412094968468684,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,23,G5,G4,20,0.0,0.55,0.08421992185447451,0.07960854454644577,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,24,G6,G6,20,0.65,0.65,0.45141125517939323,0.46882426540684086,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,26,G6,G6,20,0.35,0.35,0.13289815148834366,0.0822945352595322,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,27,G6,G6,20,0.5,0.5,0.1514268874594092,0.13813706661751368,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,28,G6,G6,20,0.7,0.7,0.21591929742470736,0.18463788245494997,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,30,G6,G4,20,0.15,0.6,0.08449113186381371,0.087346963537569,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,31,G6,G4,20,0.05,0.7,0.0934377604410343,0.08467091739094092,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,32,G6,G4,20,0.15,0.6,0.08580566885255199,0.08775698063659386,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,33,G6,G4,20,0.15,0.7,0.09405229962927435,0.08813716916944705,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,34,G7,G7,20,0.3,0.3,0.0796862337137618,0.046187847664352355,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,36,G7,G6,20,0.15,0.4,0.09574708888114805,0.07227682397394364,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,37,G8,G6,20,0.0,0.95,0.3373562566848591,0.37197939880001696,False,STABLE INCORRECT
Raw | 440 nm,Raw,raw,440 nm,38,G8,G4,20,0.0,0.65,0.08594186663138094,0.0846707033174463,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,39,G9,G9,20,0.45,0.45,0.16313905696149006,0.1209324906960195,True,MOSTLY CORRECT / MIXED
Raw | 440 nm,Raw,raw,440 nm,40,G9,G9,20,0.75,0.75,0.10874729202970754,0.08274358096623882,True,STABLE CORRECT
Raw | 440 nm,Raw,raw,440 nm,41,G10,G4,20,0.0,0.65,0.08904190354812627,0.08467084520489705,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,42,G10,G4,20,0.0,0.4,0.06915897735597575,0.07609285255644141,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,43,G11,G4,20,0.0,0.7,0.09832751093377082,0.08582697779463949,False,MIXED / UNSTABLE
Raw | 440 nm,Raw,raw,440 nm,44,G11,G2,20,0.0,0.35,0.05987341066692834,0.07582979961931692,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,1,G1,G7,20,0.0,0.65,0.07398040431406361,0.05117637230374292,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,3,G1,G4,20,0.0,0.5,0.0819780552326668,0.07734919363931207,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,4,G2,G7,20,0.0,0.4,0.10222595595790777,0.03991539572172097,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,5,G2,G4,20,0.05,0.8,0.11005919596731258,0.09157315176152278,False,STABLE INCORRECT
Raw | Combined,Raw,raw,Combined,6,G2,G4,20,0.05,0.8,0.09766640827337858,0.11610483212592534,False,STABLE INCORRECT
Raw | Combined,Raw,raw,Combined,7,G2,G4,20,0.3,0.4,0.07056842766845846,0.0768820813154344,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,8,G2,G4,20,0.25,0.6,0.0793244715772761,0.08010669633790272,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,9,G3,G5,20,0.05,0.35,0.2001881399154693,0.21483241794477292,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,10,G3,G6,20,0.0,0.45,0.2165715464625228,0.18709828068603943,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,11,G3,G4,20,0.0,0.5,0.06781049548911651,0.07663876346428589,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,12,G3,G4,20,0.0,0.65,0.08862422672967815,0.08403552822026451,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,13,G4,G3,20,0.0,0.45,0.41401199800436955,0.2922565950205128,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,14,G4,G4,20,0.4,0.4,0.0639380056864614,0.0744404956121118,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,15,G4,G4,20,0.5,0.5,0.06673514873906186,0.07698829677312921,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,16,G4,G4,20,0.5,0.5,0.06737697136667556,0.0769883112159002,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,17,G4,G6,20,0.3,0.4,0.0559858035676696,0.0700636861246972,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,18,G4,G4,20,0.55,0.55,0.07670155530542519,0.07698841592285054,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,19,G4,G4,20,0.6,0.6,0.08339081181909401,0.08403549685504448,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,20,G5,G3,20,0.0,0.4,0.42525625753875634,0.31839629117660734,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,21,G5,G4,20,0.0,0.65,0.09197142126085121,0.08781781686043967,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,22,G5,G4,20,0.0,0.55,0.07269605185000384,0.07742736251985476,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,23,G5,G4,20,0.0,0.6,0.0845989301336875,0.07974601872087396,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,24,G6,G6,20,0.75,0.75,0.23558087646574366,0.2376073976946782,True,STABLE CORRECT
Raw | Combined,Raw,raw,Combined,26,G6,G6,20,0.55,0.55,0.31501105587973977,0.3197961965901243,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,27,G6,G4,20,0.25,0.3,0.1823507965357706,0.13967235794614863,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,28,G6,G6,20,0.75,0.75,0.4539804328336974,0.4614398028997346,True,STABLE CORRECT
Raw | Combined,Raw,raw,Combined,30,G6,G4,20,0.1,0.65,0.08558925069191692,0.08781772428974462,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,31,G6,G4,20,0.05,0.7,0.09447212482172637,0.08403550761640184,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,32,G6,G4,20,0.15,0.65,0.08600786081020166,0.08604020916467309,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,33,G6,G4,20,0.05,0.75,0.09489704774895577,0.08804813219668255,False,STABLE INCORRECT
Raw | Combined,Raw,raw,Combined,34,G7,G7,20,0.65,0.65,0.060490028220918576,0.05773295767799602,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,36,G7,G7,20,0.5,0.5,0.0979111389938115,0.06516920909524904,True,MOSTLY CORRECT / MIXED
Raw | Combined,Raw,raw,Combined,37,G8,G7,20,0.0,0.5,0.06325268268140191,0.06594757378644282,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,38,G8,G4,20,0.0,0.75,0.08612230431242358,0.08443078822483353,False,STABLE INCORRECT
Raw | Combined,Raw,raw,Combined,39,G9,G7,20,0.2,0.55,0.07191833182602728,0.06266373875212791,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,40,G9,G9,20,0.8,0.8,0.03921035225549259,0.025297164995075935,True,STABLE CORRECT
Raw | Combined,Raw,raw,Combined,41,G10,G4,20,0.0,0.65,0.08996276926564262,0.0840355358426058,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,42,G10,G4,20,0.0,0.5,0.06945918526388041,0.07685524115193802,False,MIXED / UNSTABLE
Raw | Combined,Raw,raw,Combined,43,G11,G4,20,0.0,0.75,0.09855811191183327,0.08403559846568961,False,STABLE INCORRECT
Raw | Combined,Raw,raw,Combined,44,G11,G4,20,0.0,0.4,0.060863855335327524,0.07663721447384873,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,1,G1,G6,20,0.0,0.5,0.09436378342469169,0.04750623417627414,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,3,G1,G4,20,0.0,1.0,0.7539644171436795,0.7689194956582954,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,4,G2,G6,20,0.0,0.55,0.10022757161008262,0.10500663766106026,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,5,G2,G2,20,0.55,0.55,0.08259046633231797,0.06498749504246629,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,6,G2,G2,20,0.8,0.8,0.11925289144146481,0.11531909956326786,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,7,G2,G2,20,0.85,0.85,0.1968397920460629,0.15269587404486124,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,8,G2,G6,20,0.05,0.85,0.3148468479059522,0.31464304000208965,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,9,G3,G6,20,0.05,0.85,0.2921038732721212,0.3736166918105377,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,10,G3,G6,20,0.0,0.5,0.11402148129001015,0.11375404886246193,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,11,G3,G4,20,0.0,0.9,0.32789134981071666,0.35979761840448243,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,12,G3,G6,20,0.0,0.85,0.16925030393699564,0.1757045794672366,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,13,G4,G9,20,0.0,0.25,0.09311872189227258,0.04373167024308522,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,14,G4,G4,20,0.8,0.8,0.23523406228407198,0.2254545622009295,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,15,G4,G4,20,0.85,0.85,0.40245162641476756,0.3528770001120852,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,16,G4,G4,20,0.85,0.85,0.5703146960234181,0.5791705156390721,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,17,G4,G4,20,0.55,0.55,0.2875966813523886,0.2476016694424713,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,18,G4,G4,20,0.55,0.55,0.19059015356258707,0.15833876193955007,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,19,G4,G4,20,0.6,0.6,0.24696231114548656,0.2179137476004408,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,20,G5,G6,20,0.0,0.7,0.21381456996051793,0.15490889026069957,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,21,G5,G2,20,0.0,0.55,0.40090919891713794,0.2513827048150633,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,22,G5,G4,20,0.0,0.65,0.18931057649317612,0.17104984877075907,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,23,G5,G2,20,0.0,0.65,0.14787529320526857,0.1592507726108396,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,24,G6,G6,20,0.7,0.7,0.13472150918289244,0.10607461414593797,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,26,G6,G6,20,0.5,0.5,0.10903381098777147,0.06494653918790683,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,27,G6,G6,20,0.75,0.75,0.11487858152940678,0.1109146495026332,True,STABLE CORRECT
