ppm,PC1_loading
6.36995,-0.010713224733598403
6.37095,-0.01131696129439774
6.37195,-0.011767604057647072
6.37295,-0.012186825746496415
6.37395,-0.012631149874012577
6.37495,-0.013047259147261197
6.37595,-0.013239725087415615
6.37695,-0.013589410951929238
6.37795,-0.014226210158117161
6.37895,-0.014526270014982521
6.37995,-0.014764117461371015
6.38095,-0.014972657473938115
6.38195,-0.015096001407888405
6.38295,-0.015407323946847391
6.38395,-0.015753059954751535
6.38495,-0.01609779434047704
6.38595,-0.01645855365891622
6.38695,-0.016568295745745115
6.38795,-0.016900910046387375
6.38895,-0.01697643236744343
6.38995,-0.01715336877415655
6.39095,-0.0175740118386116
6.39195,-0.017569459240771253
6.39295,-0.017611599442507404
6.39395,-0.01799399081258653
6.39495,-0.018535828405708346
6.39595,-0.018862385494676615
6.39695,-0.019140662089192514
6.39795,-0.019164934710653666
6.39895,-0.019299573897977422
6.39995,-0.01945773702052507
6.40095,-0.01980250836393398
6.40195,-0.020073809875260237
6.40295,-0.020224234584473758
6.40395,-0.02043640244730052
6.40495,-0.02064531437939405
6.40595,-0.020815743365081806
6.40695,-0.020986344918226707
6.40795,-0.021284744122448396
6.40895,-0.021406395755218147
6.40995,-0.02157365610308638
6.41095,-0.02159759441333402
6.41195,-0.021871515487147015
6.41295,-0.02193300342702538
6.41395,-0.022068542278291806
6.41495,-0.022281912794300623
6.41595,-0.022414754424692186
6.41695,-0.022601376154556867
6.41795,-0.02276018741800678
