ppm,global_mean,global_std
5.80496,2.619284814814815,3.2893965381706924
5.80596,2.6637901851851855,3.3940460621197417
5.80696,2.7654782222222227,3.303014212403207
5.80796,2.790834074074074,3.254649660637258
5.80896,2.7402227037037044,3.2572202649782795
5.80996,2.7264045555555554,3.287187325583652
5.81096,2.716082074074074,3.240304631376991
5.81196,2.8187779444444447,3.258882747433032
5.81296,2.8768471111111116,3.265643319118794
5.81396,2.8438617407407407,3.175880957895149
5.81496,2.8589041111111118,3.2121218993781495
5.81596,2.8684835333333334,3.3208683384776543
5.81696,2.8533931740740743,3.3991850947852966
5.81796,2.798024533333333,3.3614880134368827
5.81896,2.8556945185185185,3.322817498760289
5.81996,2.899673837037037,3.4150947796551243
5.82096,2.921025622222222,3.503467712769597
5.82196,2.8773527777777783,3.4679492370834026
5.82296,3.012763629629629,3.517170296422123
5.82396,3.0597584666666666,3.5628089316461784
5.82496,3.094186296296297,3.6655264023462433
5.82596,3.201576951851852,3.786917193925696
5.82696,3.238831411111111,3.785575623844268
5.82796,3.2393490000000007,3.740684025973978
5.82896,3.2323803014814816,3.734194012569455
5.82996,3.3525447777777777,3.7815981896272604
5.83096,3.335044348148148,3.672961451083779
5.83196,3.261058925925926,3.6916701481303162
5.83296,3.312658703703704,3.7095588032174973
5.83396,3.3741338518518518,3.715414833505532
5.83496,3.470553588888888,3.7439728734113644
5.83596,3.465871740740741,3.8229224379749605
5.83696,3.4609574148148146,3.827799238732576
5.83796,3.474032444444444,3.7157207842081448
5.83896,3.563221518518518,3.7992226941478373
5.83996,3.522468,3.9110504826668113
5.84096,3.602406703703704,4.062404889965165
5.84196,3.721375592592593,4.128929368266748
5.84296,3.692108740740741,4.161791538517077
5.84396,3.697501451851852,4.27243774148699
5.84496,3.8079155185185187,4.415695630045483
5.84596,3.8615491629629624,4.49839496049373
5.84696,3.9347207407407403,4.563852220019818
5.84796,4.048538544444444,4.699444358970211
5.84896,4.120924148148148,4.922614434979743
5.84996,4.272659481481481,5.183748193928879
5.85096,4.4067490000000005,5.524117842412669
5.85196,4.427379259259259,5.729605961330006
5.85296,4.514898,6.093809680319043
5.85396,4.6211738148148145,6.435999396592432
5.85496,4.754948777777778,6.755543872244135
5.85596,4.891754148148149,7.307468168595487
5.85696,5.111923148148149,7.992182360402694
5.85796,5.277675296296297,8.640202091587389
5.85896,5.514592296296295,9.568825527392805
5.85996,5.747661925925926,10.605617175865646
5.86096,6.057980548148148,11.909823103304394
5.86196,6.426969666666667,13.324753202171287
5.86296,6.807217662962962,14.870846605756197
5.86396,7.1577005555555555,16.603334705660387
5.86496,7.574153196296297,18.626773494266608
5.86596,8.089595814814816,20.78129558874943
5.86696,8.675714444444443,23.28174006833262
5.86796,9.208972688888887,26.03248972643361
5.86896,9.789937851851853,28.96313715712787
5.86996,10.504973185185188,32.41424830190219
5.87096,11.320418925925928,36.07054078259642
5.87196,12.089093444444442,39.870073354537595
5.87296,12.853128703703703,43.42160852210372
5.87396,13.51666562962963,46.742735499393234
5.87496,14.12744625925926,49.87961900117721
5.87596,14.881373666666665,53.10439676902982
5.87696,15.588093259259258,56.36936261643273
5.87796,16.383582555555556,60.01448985265147
5.87896,17.051677111111108,63.32077240999003
5.87996,17.635906333333335,65.90292415400882
5.88096,18.04571888888889,67.46174327109784
5.88196,18.20954248148148,68.15663799519204
5.88296,18.15277933333333,67.59445490472478
5.88396,17.673390481481484,64.54915660893444
5.88496,16.616858370370373,58.96791677285654
5.88596,15.2908842962963,51.935220732181754
5.88696,14.086269370370369,45.675912273256856
5.88796,13.089717240740738,40.66558524620079
5.88896,12.364907222222223,36.590813411751824
5.88996,11.897329796296296,33.704525501553285
5.89096,11.519273314814814,31.423639474446762
5.89196,11.201522481481483,29.7037800232219
5.89296,11.064410444444444,28.62934226387316
5.89396,10.98472748148148,28.071741002660474
5.89496,10.999650370370368,27.89798806579342
5.89596,11.031218555555556,28.10348195215373
5.89696,11.207391592592593,28.865184377017727
5.89796,11.45711111111111,30.062410962660262
5.89896,11.77071,31.61863915311482
5.89996,12.301718185185187,33.65112299281845
5.90096,12.740712518518523,35.998837542054055
5.90196,13.318662466666668,39.07511961769636
5.90296,14.03093288888889,42.31867489493609
5.90396,14.646035592592598,45.571483230326
5.90496,15.235967822222221,48.88407597830717
5.90596,15.830045074074073,51.821957162906024
5.90696,16.358274037037035,54.69267200532462
5.90796,16.951447333333334,57.66637258166529
5.90896,17.563523288888888,60.63443018770376
5.90996,18.250532555555555,63.90738698330031
5.91096,18.752269370370367,66.73443774389749
5.91196,19.13583918518518,68.63022868515527
5.91296,19.292563244444448,69.58200572889697
5.91396,19.37807104444444,69.7113796285419
5.91496,19.124386751851855,68.21646323581855
5.91596,18.34220285185185,63.962801125694654
